text,category,region,organization
ขอให้เร่งดำเนินการแก้ไขปัญหาราคาพืชผลทางการเกษตรตกต่ำ โดยเฉพาะปัญหาราคาข้าวและอ้อย,ราคาสินค้าเกษตร,ทุกภูมิภาค,กษ.
ขอให้รัฐบาลพิจารณาดำเนินการปรับปรุงระเบียบสำนักนายกรัฐมนตรีว่าด้วยงานสารบรรณ พ.ศ. ๒๕๖๒ โดยกำหนดมาตรฐานรูปแบบเอกสารดิจิทัลที่ไม่เป็นอุปสรรคต่อการจัดเก็บ เผยแพร่ หรือประมวล เพื่อให้เกิดประโยชน์แก่ประชาชนและทำให้รัฐบาลดิจิทัลอย่างแท้จริง,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,สปน.
ขอให้แก้ไขปัญหาการจราจรติดขัดในช่วงเวลากลางคืนถึงช่วงเช้า บริเวณฝั่งตรงข้ามศูนย์การค้าไอคอนสยาม ถนนเจริญนคร แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร โดยการเข้ามาอำนวยการจราจรหรือขยับขยายจุดจอดรถโดยสารขนาดเล็ก,การคมนาคม การจราจรหรืออุบัติเหตุ,กรุงเทพมหานคร,ตร.
"๑. ขอขอบคุณ รมว.กษ. ตามที่กรมชลประทานได้ดำเนินการแก้ไขปัญหาอ่างเก็บน้ำลำไตรมาศ อ.ทับปุด จ.พังงา ให้กับประชาชนเรียบร้อยแล้ว 
๒. ขอให้กรมชลประทานพิจารณาดำเนินการก่อสร้างถนนเพื่อแก้ไขปัญหาให้กับเกษตรกรที่อยู่บริเวณเหนืออ่างเก็บน้ำลำไตรมาศที่ไม่สามารถนำผลผลิตออกสู่ตลาดได้ ๓. ขอให้พิจารณาเร่งดำเนินการจัดสรรเงินเยียวยาชดเชยประชาชนในพื้นที่ ต.บางเหรียง อ.ทับปุด จ.พังงา ซึ่งได้รับผลกระทบจากการก่อสร้างอ่างเก็บน้ำลำไตรมาศ เนื่องจากประชาชนในพื้นที่ดังกล่าวยังไม่ได้รับเงินเยียวยา และกรมชลประทานได้ส่งเรื่องข้างต้นให้ สงป. แล้ว ทั้งนี้ สผ. ได้ส่งเรื่องให้ กษ. พิจารณาโดยตรงแล้ว",โครงสร้างพื้นฐานและสาธารณูปโภค,พังงา,สงป.
ขอให้พิจารณาจัดสรรงบประมาณในการช่วยเหลือ ซ่อมแซม ปรับปรุงสิ่งก่อสร้างในวัดที่ประสบภัยน้ำท่วม โดยเร่งด่วน ซึ่ง พศ. มีงบประมาณไม่เพียงพอในการให้ความช่วยเหลือ,สาธารณภัย,ทุกภูมิภาค,พศ.
"ขอให้ตรวจสอบโครงการเงินอุดหนุนเพื่อการเลี้ยงดูเด็กแรกเกิดเพื่อลดความเหลื่อมล้ำทางสังคมว่าจะดำเนินการจ่ายเงินอุดหนุนได้ทันในปีงบประมาณ พ.ศ. ๒๕๖๕ หรือไม่(๒) ขอให้ ครม. พิจารณาเพิ่มจำนวนเงินอุดหนุนดังกล่าว จากเดิมรายละ ๖๐๐ บาทต่อเดือน เป็น ๑,๒๐๐ บาทต่อเดือน",สวัสดิการ,ทุกภูมิภาค,พม.
ขอให้บูรณาการแก้ไขปัญหายาเสพติดภายในหน่วยงานที่เกี่ยวข้องอันได้แก่ ป.ป.ส. ตร. ฝ่ายปกครอง ทหาร สาธารณสุข ผู้นำชุมชน โรงเรียน และนักพัฒนาชุมชน โดยดำเนินการ ดังนี้ (๑) ดำเนินโครงการหมู่บ้านสีขาว ปลอดยาเสพติด และขยายสู่ระดับ ตำบล อำเภอ และจังหวัด ตามลำดับ (๒) จำแนกบุคคลออกเป็นสามกลุ่มเพื่อดำเนินการแก้ไขปัญหายาเสพติดตามแต่ละกลุ่ม อันได้แก่ ๑) กลุ่มนักเรียนและประชาชนที่ไม่เสพยาเสพติด ให้รณรงค์ป้องกันการยุ่งเกี่ยวกับยาเสพติด ๒) กลุ่มผู้เสพติดยาเสพติดแล้ว ถือว่าเป็นผู้ป่วย ๓) กลุ่มผู้ค้ายาเสพติด ต้องปราบปรามอย่างจริงจังทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ ยธ และ มท. พิจารณาโดยตรงแล้ว,อาชญากรรม ยาเสพติดและการพนัน,ทุกภูมิภาค,มท.
ขอให้รัฐมนตรีหรือหน่วยงานของรัฐแจ้งผลการปฏิบัติงานการแก้ไขปัญหาความเดือดร้อนของประชาชนตามข้อปรึกษาหารือ โดยขอให้แจ้งผลการดำเนินการให้ชัดเจน เพื่อให้สมาชิกสภาผู้แทนราษฎร ที่ได้ปรึกษาหารือนำกลับไปแจ้งประชาชนในพื้นที่ที่อยู่ในข้อปรึกษาหารือได้ทราบต่อไป,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,ครม.
ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาความเดือดร้อนของประชาชนกรณีพืชผลทางการเกษตรและบ้านเรือนได้รับความเสียหายจากอุทกภัยในพื้นที่ภาคใต้ รวมถึงเส้นทางคมนาคมบางเส้นถูกตัดขาด โดยเฉพาะอย่างยิ่ง ในพื้นที่ อ.บ้านนาเดิม อ.เคยนซา อำเภอเมืองสุราษฎร์ธานี อ.พุนพิน อ.บ้านนาสาร อ.เวียงสระ และ อ.กาญจนดิษฐ์ ใน จ.สุราษฎร์ธานี,สาธารณภัย,สุราษฎร์ธานี,มท.
ขอให้ทบทวนเรื่องเงินเยียวยาสำหรับผู้ถือบัตรสวัสดิการแห่งรัฐ โดยไม่ควรจำกัดให้ประชาชนใช้สิทธิเฉพาะร้านค้าสวัสดิการแห่งรัฐ หรือร้านค้าเราชนะ แต่ควรเปิดให้ใช้สิทธิได้ในร้านค้าโครงการคนละครึ่ง เพื่อประชาชนสามารถซื้อสินค้าและอาหารให้กับตนเองและครอบครัวได้,สวัสดิการ,ทุกภูมิภาค,กค.
กรณีขอให้หน่วยงานที่เกี่ยวข้องบูรณาการการทำงานร่วมกันในการคุ้มครองสุขภาพอนามัยของประชาชนจากปัญหาสารพิษตกค้างในพืชผักผลไม้,สาธารณสุข,ทุกภูมิภาค,กษ.
ขอสอบถามผลการดำเนินการก่อสร้างสะพานและถนนในพื้นที่จังหวัดมุกดาหาร ดังนี้ (๑) สะพานข้ามห้วยบังอี บ้านนาตะแบง หมู่ที่ ๗ ต.ภูวง อ.หนองสูง (๒) สะพานข้ามห้วยบางทราย ต.หนองแคน อ.ดงหลวง (๓) การขยายถนนและติดตั้งไฟฟ้าแสงสว่างบริเวณทางหลวง หมายเลข ๒๓๗๐ กม. ช่วงนิคมคำสร้อย – หนองสูง (๔) ถนนสายบ้านหนองแคน หมู่ที่ ๒ ต.หนองแคน -บ้านหนองขอนแก่น หมู่ที่ ๖ ต.ดงหลวง อ.ดงหลวง (๕) ถนนสายบ้านเหล่าป่าเป็ด หมู่ที่ ๔ – บ้านโคกป่งเปือย หมู่ที่ ๗ ต.นาโสก อ.เมืองมุกดาหาร,โครงสร้างพื้นฐานและสาธารณูปโภค,มุกดาหาร,คค.
ขอให้หน่วยงานที่เกี่ยวข้องพิจารณาแก้ไขปัญหาผลกระทบจากกรณี ทหารอียิปต์ติดเชื้อไวรัสโคโรน่า ๒๐๑๙ เดินทางเข้าพื้นที่ จ.ระยอง และ กรณีครอบครัวอุปทูตประเทศซูดาน ติดเชื้อไวรัสโคโรนา ๒๐๑๙ เดินทาง เข้าพื้นที่ กทม.ทั้งนี้ สภาผู้แทนราษฎร ได้ส่งเรื่องให้ สธ. และ กต. พิจารณาโดยตรงแล้ว,สาธารณสุข,ระยอง,สธ.
ขอให้หน่วยงานที่เกี่ยวข้องมีมาตรการในการผ่อนปรนเปิดด่านพรมแดนสะพานมิตรภาพไทย - ลาว ๑ (หนองคาย - เวียงจันทร์) จ.หนองคาย เนื่องจากสถานการณ์การแพร่ระบาดของโรค COVID - 19 คลี่คลายแล้ว,เศรษฐกิจ การคลัง,หนองคาย,สมช.
ขอความเป็นธรรมเกี่ยวกับคดีลอตเตอรี่ ที่สูญหาย และการปฏิบัติหน้าที่ของ เจ้าหน้าที่ตำรวจภูธรภาค ๑,อาชญากรรม ยาเสพติดและการพนัน,สิงห์บุรี,สปน.
กรณีความเดือดร้อนของกลุ่มผู้ผลิตและจำหน่ายผลิตภัณฑ์โอทอป (OTOP) มีรายได้ลดลงกว่าครึ่ง ทั้งที่รัฐบาลพยายามช่วยเหลือ โดยจัดหาช่องทางขายสินค้าให้จึงมีข้อสังเกตว่า รัฐบาลมุ่งเน้นการสร้างกลุ่มโอทอปจำนวนมาก แต่ไม่ช่วยหาช่องทางการตลาดอย่างจริงจังและประสิทธิภาพ จึงขอให้เร่งแก้ไขปัญหาเพื่อให้สินค้าโอทอปไทยเดินหน้าต่อไป,การพาณิชย์,ทุกภูมิภาค,มท.
ขอให้ดำเนินการออกเอกสารสิทธิ์ที่ดินทำกินและที่อยู่อาศัยซึ่งได้ครอบครองมาตั้งแต่บรรพบุรุษแต่ไม่มีเอกสารสิทธิ์ให้แก่ประชาชนในพื้นที่ อำเภอหล่มเก่า และอำเภอหล่มสัก จังหวัดเพชรบูรณ์,ที่ดินทำกิน,เพชรบูรณ์,สปน.
ขอให้แก้ไขปัญหาการขาดรายได้ของผู้ประกอบการด้านการท่องเที่ยว และผู้ใช้แรงงานด้านการท่องเที่ยวใน จ.ภูเก็ตทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ รง. พิจารณาโดยตรงแล้ว,การท่องเที่ยว,ภูเก็ต,กก.
กรณีีการไม่ปฏิบัติตามมาตราการเว้นระยัห่างทางสังคมของห้างสรรพสินค้า,อื่น ๆ,ทุกภูมิภาค,สปน.
ขอให้แก้ไขปัญหาเรื่องงบประมาณที่ใช้จ้างครูอัตราจ้างของโรงเรียนบ้านงอมมด อำเภอท่าปลา จังหวัดอุตรดิตถ์ ซึ่งมีนักเรียนทั้งหมด ๔๕ คน เปิดสอนตั้งแต่ระดับชั้นอนุบาล ๒ - ชั้นประถมศึกษาปีที่ ๖ ที่ประสบปัญหางบประมาณที่ใช้จ้างครูอัตราจ้างได้หมดลง และไม่มีงบประมาณจ้างครูในปี ๒๕๖๕,การศึกษา,อุตรดิตถ์,สปน.
"ขอให้หน่วยงานที่เกี่ยวข้องหามาตรการเยียวยาและช่วยเหลือผู้ประกอบการ ร้านค้า และนักธุรกิจในพื้นที่ จ.นครราชสีมา จากเหตุการณ์กราดยิงเจ้าหน้าที่และประชาชน โดยขอให้จัดหาแหล่งเงินทุน ขยายเวลาในการยื่นงบดุลการเงินประจำปี พ.ศ. ๒๕๖๒ การดูแลผู้ประกอบการ และ การจัดกิจกรรมต่าง ๆ เพื่อกระตุ้นเศรษฐกิจ ในพื้นที่
ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ พณ. กค. และ กก. พิจารณาโดยตรงแล้ว",เศรษฐกิจ การคลัง,นครราชสีมา,กก.
ขอให้พิจารณาพักชำระหนี้ให้กับเกษตรกรและประชาชนที่ได้รับผลกระทบจากอุทกภัยใน จ.นครราชสีมา,สาธารณภัย,นครราชสีมา,กษ.
มีลิขิตนำเสนอข้อมุลเกี่ยวกับการจัดหาทรัพยากรน้ำเพื่อแก้ไขปัญหาวิกฤติภัยแล้งในภาคตะวันออกเฉียงเหนือ และการพัฒนาโครงสร้างพื้นฐา่นเพื่อฟื้นฟูเศรษฐกิจ ด้วยการนำเข้าทรัพยากรน้ำจากสาธารณรัฐประชาธิปไตยประชาชนลาว,น้ำ,ขอนแก่น,สทนช.
ขอให้พิจารณาอนุมัติให้นิสิตนักศึกษาไทยมุสลิมทั่วประเทศสามารถลาหยุดเรียนหรือสอบเพื่อไปประกอบศาสนกิจเนื่องในวันตรุษทางศาสนา ได้แก่ วันตรุษอีดิ้ลฟิตรี และวันตรุษอีดิ้ลอัฎฮา โดยไม่นับเป็นวันลา,ศิลปะ วัฒนธรรม ศาสนา,ทุกภูมิภาค,อว.
ขอให้รัฐบาลเร่งดำเนินการจ่ายเงินค่าชดเชยเยียวยาเกษตรกรผู้เลี้ยงโค - กระบือในพื้นที่จังหวัดมหาสารคามและทั่วประเทศที่ได้รับความเดือดร้อนจากการแพร่ระบาดของเชื้อไวรัสลัมปี สกิน (Lumpy skin),โรคระบาดพืชและสัตว์,ทุกภูมิภาค,กษ.
ขอให้รัฐบาลจัดสรรงบประมาณเพื่อจัดการเลือกตั้งท้องถิ่นให้เป็นไปตามบทบัญญัติของ รธน.,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,มท.
กรณีสถานประกอบการในจังหวัดภูเก็ตซึ่งเป็นจังหวัดท่องเที่ยวชั้นนำของประเทศ ทั้งโรงแรม รถโดยสาร เรือนำเที่ยว ร้านอาหาร ห้างสรรพสินค้า ฯลฯ ได้รับผลกระทบจากสถานการณ์การแพร่ระบาดของโรคโควิด ๑๙ ทำให้สถานประกอบการหลายแห่งปิดตัวลงทำหู้ประกอบการและพนักงาน ลูกต้าง ได้รับความเดือดร้อนเป็นอย่างมาก จึงขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาโดยพิจารณางบประมาณเพื่อพยุงกิจการต่างๆ ให้ผ่าพ้นสถานการณ์ที่ยากลำบากนี้ไปให้ได้,เศรษฐกิจ การคลัง,ภูเก็ต,ศบค.
ขอให้นายกรัฐมนตรีในฐานะประธานศูนย์การบริหารสถานการณ์เศรษฐกิจจากผลกระทบของการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด - 19) ดำเนินมาตรการพิจารณาผ่อนปรนอนุญาตให้ผู้ประกอบการธุรกิจโรงภาพยนต์สามารถดำเนินการจำหน่ายบัตรเข้าชมภาพยนตร์ได้แบบเต็มจำนวนที่นั่งในแต่ละรอบ เนื่องจากปัจจุบันสถานการณ์ในประเทศไทย ได้คลี่คลายเข้าสู่ภาวะปกติแล้ว,สาธารณสุข,ทุกภูมิภาค,ศบค.
"ขอเสนอแนวทางการแก้ไขปัญหาเด็กและเยาวชนที่ให้เวลากับการศึกษาน้อยลงและใช้เวลาส่วนใหญ่กับโทรศัพท์ อบายมุข และสิ่งเสพติด ดังนี้
๑. รัฐบาลควรมีกฎหมายหรือมาตรการควบคุมการใช้โทรศัพท์ของเด็กและเยาวชนอย่างเหมาะสม
๒. รัฐบาลควรดำเนินการป้องกันและปรามปราบการแพร่ระบาดของยาเสพติดให้หมดไปจากสังคมไทยอย่างเด็ดขาด โดยให้ถือเป็นวาระแห่งชาติ
๓. ศธ. ควรเพิ่มวิชาหน้าที่พลเมือง ศีลธรรมในหลักสูตรการศึกษาตั้งแต่ระดับการศึกษาขั้นพื้นฐานถึงระดับอุดมศึกษาและให้สถานศึกษาดำเนินการอย่างจริงจัง
ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้แจ้ง ศธ. พิจารณาโดยตรงแล้ว",การศึกษา,ทุกภูมิภาค,ยธ.
ขอให้พิจารณาการใช้หนังสือรับรองการฉีดวัคซีน (Vaccine Passport / Covid Health Pass) เพื่อใช้เดินทาง ไปต่างประเทศและเข้าใช้บริการ ในสถานที่สาธารณะได้ โดยให้ ดศ. หรือภาคเอกชนเป็นผู้จัดทำ และใช้รูปแบบเป็นกระดาษและเทคโนโลยีดิจิทัล,สาธารณสุข,ทุกภูมิภาค,กต.
ขอให้ทบทวนการใช้เครื่องวัดควันดำรถยนต์แบบแท่งสอดเข้าไปในท่อไอเสียแล้วให้เหยียบคันเร่ง และปรับเปลี่ยนวิธีการตรวจจับควันดำโดยให้ศึกษาร่วมกับ อว. หรือ อก.,สิ่งแวดล้อม,ทุกภูมิภาค,อว.
ขอให้ ศบค. กก. และ กต. พิจารณาทบทวนมาตรการการกักตัว ๑๔ วัน สำหรับนักกีฬาไทยซึ่งได้รับวัคซีนแล้ว ผ่านการตรวจเชื้อก่อนเดินทางไปแข่งขัน ๗๒ ชั่วโมง และเพิ่งกลับจากการเดินทางไปแข่งขันในต่างประเทศ เพื่อมิให้กระทบต่อการฝึกซ้อมและโอกาสไปแข่งขันในต่างประเทศทั้งนี้ วุฒิสภาได้ส่งเรื่องให้ กก. และ กต.. พิจารณาโดยตรงแล้ว,สาธารณสุข,ทุกภูมิภาค,ศบค.
ขอให้เร่งพิจารณาดำเนินการแก้ไขปัญหาน้ำมันราคาแพงให้แก่นักเรียนที่ใช้รถจักรยานยนต์ในการเดินทางไปโรงเรียน,พลังงาน,ทุกภูมิภาค,พน.
ร้องเรียนกรณีผู้ขายสลากกินแบ่งรัฐบาลรายย่อยในพื้นที่อำเภอไพรบึง จังหวัดศรีสะเกษ ถูกจับกุมข้อหาขายสลากฯ เกินราคา เนื่องจากรับซื้อสลากฯ ต่อจากนายทุนมาในราคาแพงกว่าต้นทุนจริง จึงไม่สามารถขายได้ตามราคาที่รัฐบาลกำหนดขอให้แก้ไขปัญหาการจำหน่ายสลากฯ เกินราคาให้ตรงจุด โดยกวดขันจับกุมกลุ่มนายทุนที่ขายสลากฯ เกินราคา,การพาณิชย์,ศรีสะเกษ,คกก.
ขอให้หน่วยงานที่เกี่ยวข้องกำหนดนโยบายการเปิดเสรีอวกาศยุคใหม่หรือ New space โดยการสร้างระบบใบอนุญาตเพื่อระดมทุนจากภาคส่วนต่าง ๆ มาพัฒนาโครงการ ซึ่งจะส่งผลให้เกิดความหลากหลายในการทำธุรกิจและการสื่อสาร เพื่อประโยชน์ของประเทศชาติต่อไป,เทคโนโลยีและดิจิทัล,ทุกภูมิภาค,วธ.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการแก้ไขปัญหา ดังนี้๑. ปัญหาฝุ่นพีเอ็ม ๒.๕ (PM 2.5)๒. ปัญหาภัยแล้ง โดยเฉพาะการลดลงของระดับน้ำในเขื่อนต่าง ๆ ๓. ปัญหาการส่งออกของภาคอุตสาหกรรม ซึ่งเกิดปัญหาจากการที่ค่าเงินบาทแข็งตัว๔. ปัญหาน้ำประปามีค่าโซเดียมสูงกว่ามาตรฐานโดยสภาผู้แทนราษฎรได้ส่งเรื่องให้ กค. ทส. กษ. และ มท. พิจารณาโดยตรงแล้ว,สาธารณภัย,ทุกภูมิภาค,กค.
ขอให้รัฐบาลขยายระยะเวลาในการเสนอโครงการฟื้นฟูภาคการเกษตรจากผลกระทบ COVID-19 และสร้างความเข้าใจเรื่อง การจัดทำโครงการให้ตรงกันทั้งนี้ วุฒิสภาได้ส่งเรื่องให้ กษ. พิจารณาโดยตรงด้วยแล้ว,การเกษตร,ทุกภูมิภาค,กษ.
ขอให้รัฐบาลทบทวนการเสนอร่าง พ.ร.บ.ว่าด้วยการดำเนินงานขององค์กรที่ไม่แสวงหารายได้หรือกำไรมาแบ่งปันกัน พ.ศ. .... แทนที่จะเสนอ ร่าง พ.ร.บ.ส่งเสริมและพัฒนาองค์กรภาคประชาสังคม พ.ศ. .... ซึ่งเป็นกฎหมายปฏิรูปประเทศ,ความหลากหลายทางสังคม,ทุกภูมิภาค,สคก.
"ขอให้แก้ไขปัญหาความเดือดร้อนของประชาชนที่ได้รับผลกระทบจากการลักลอบทิ้งกากสารพิษที่เป็นอันตรายในพื้นที่ อ.สนามชัยเขต จ.ฉะเชิงเทรา อย่างเร่งด่วน เนื่องจากกากสารพิษดังกล่าวมีอันตรายรุนแรงและได้ซึมลงใต้ดินไปยังคลองที่ประชาชนใช้ในการอุปโภคบริโภค ซึ่งยังขาดงบประมาณในการแก้ไขปัญหาดังกล่าว จำนวน ๓๐,๘๔๒,๐๐๐ บาท",อาชญากรรม ยาเสพติดและการพนัน,ฉะเชิงเทรา,อก.
ขอให้หน่วยงานที่เกี่ยวข้องแก้้ไขปัญหาจราจรติดขัดบริเวณหน้าโรงเรียนชุมชนวัดบ้านเลือก ต.บ้านเลือก ต.โพธาราม จ.ราชบุรี โดยการกำหนดระยะเวลาการเปิด - ปิด สัญญาณไฟจราจรให้สอดคล้องกับสถานการณ์,การคมนาคม การจราจรหรืออุบัติเหตุ,ราชบุรี,ตร.
ขอให้แก้ไขปัญหายางพาราราคาตกต่ำ โดยดำเนินการ ดังนี้ (๑) เร่งกำกับดูแลราคาและกลไกการตลาดยางพารา (๒) ขยายตลาดและการส่งออกไปต่างประเทศ (๓) ส่งเสริมการวิจัยและแปรรูปยางเป็นผลิตภัณฑ์ต่าง ๆ ที่หลากหลายมากขึ้น (๔) ส่งเสริมการตั้งโรงงานแปรรูปยางพาราเป็นผลิตภัณฑ์ส่งออก (๕) ลดจำนวนสวนยางลงและส่งเสริมการปลูกพืชอื่นทดแทน (๖) ส่งเสริมการปลูกพืชเสริมในสวนยางและส่งเสริมการเลี้ยงสัตว์ ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ พณ. และ กษ. พิจารณาโดยตรงแล้ว,ราคาสินค้าเกษตร,ทุกภูมิภาค,พณ.
ขอให้แก้ไขปัญหาความเดือดร้อนของประชาชนใน อ.สัตหีบ จ.ชลบุรี ที่ไม่ได้รับการลดค่าไฟฟ้า เนื่องจากกิจการไฟฟ้ากองทัพเรือไม่ได้อยู่ในรายชื่อผู้ให้บริการไฟฟ้าตามมติ ครม. วันที่ ๑๙ เมษายน ๒๕๖๕ รวมทั้งขอให้พิจารณายกระดับกิจการไฟฟ้ากองทัพเรือให้เทียบเท่า กฟภ. หรือให้ กฟภ. เข้ามาบริหารจัดการ,โครงสร้างพื้นฐานและสาธารณูปโภค,ชลบุรี,มท.
"ขอให้เร่งรัดการจ่ายเงินเยียวยาเกษตรกรผู้ปลูกลำไยใน ๓๓ จังหวัดในรอบปี พ.ศ. ๒๕๖๔ เป็นจำนวนเงิน ไร่ละ ๒,๐๐๐ บาท ไม่เกิน ๒๕ ไร่",ราคาสินค้าเกษตร,ทุกภูมิภาค,กษ.
ขอติดตามผลการดำเนินโครงการกระตุ้นเศรษฐกิจด้านการท่องเที่ยวไทยของ กก. ปีงบประมาณ พ.ศ. 2564,การท่องเที่ยว,ทุกภูมิภาค,กก.
ของบประมาณให้กับค่ายพุทธบุตร อ.นาทวี จ.สงขลา เพื่อการปรับปรุงสถานที่ และการสนับสนุนค่าดูแลในการเดินทางของพระสงฆ์ที่จะเดินทางไปสอนที่โรงเรียน,ศิลปะ วัฒนธรรม ศาสนา,สงขลา,พศ.
"กรณีขอความอนุเคราะห์กระจายวัคซีนในการป้องกันโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ให้กับจังหวัดพังงา เนื่องจากมีอาณาเขตติดต่อกับจังหวัดภูเก็ต ทำให้นักท่องเที่ยวส่วนใหญ่เดินทางแบบต่อเนื่องทั้งสองจังหวัด ส่งผลให้ประชาชนในจังหวัดพังงามีความเสี่ยงสูงที่จะติดเชื้อ ประกอบกับจังหวัดพังงาสามารถทำรายได้จากการท่องเที่ยวให้กับประเทศสูงเป็นอันดับที่ ๘ คิดเป็นมูลค่าประมาณ ๓๕,๐๐๐ ล้านบาท จึงควรพิจารณาให้เป็น “พื้นที่ขับเคลื่อนเศรษฐกิจและสังคม” เพื่อสร้างความเชื่อมั่นให้กับนักท่องเที่ยว",สาธารณสุข,พังงา,สธ.
"ขอติดตามทวงถามเกี่ยวกับโครงการที่ จ.ศรีสะเกษ ซึ่งได้ปรึกษาหารือตั้งแต่ พ.ศ. ๒๕๖๓ – ๒๕๖๕ แต่ยังไม่มีการดำเนินการ จำนวน ๖ โครงการ ดังนี้
(๑) โครงการเชื่อมถนนทางหลวงแผ่นดินหมายเลข ๒๔ ผ่านบ้านหนองปลาซิว เชื่อมต่อถนนหลวงแผ่นดินหมายเลข ๒๐๘๕
(๒) โครงการขุดลอกหนองกรามและโครงการขุดลอกซำโสมง ต.ไพร อ.ขุนหาญ
(๓) โครงการขุดลอกซำครุ และโครงการปรับปรุงอาคารบังคับน้ำห้วยทา บ้านหนองจิก ต.พิงพวย อ.ศรีรัตนะ
(๔) โครงการขุดลอกห้วยชลัง บ้านกระแมด ต.ไพรบึง อ.ไพรบึง
(๕) โครงการแก้มลิง – ห้วยแฮด – บ้านจันทร์ พร้อมอาคารประกอบ ต.โนนเพ็ก อ.พยุห์
(๖) โครงการขยายเขตไฟฟ้าเพื่อการเกษตรในพื้นที่อ.ศรีรัตนะ อ.ไพรบึง อ.พยุห์ และ อ.เบญจลักษ์ 
ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ มท. และ กษ. พิจารณาโดยตรงแล้ว",โครงสร้างพื้นฐานและสาธารณูปโภค,ศรีสะเกษ,มท.
ขอให้กำหนดมาตรการเพื่อแก้ไขปัญหารถบรรทุกอ้อยที่บรรทุกสูงและไม่มีผ้าคลุมที่มิดชิด ทำให้อ้อยหล่นลงบนไหล่ทางและบนถนนหมายเลข ๒ ซึ่งทำให้ประชาชนที่สัญจรผ่านเส้นทางดังกล่าวประสบอุบัติเหตุถึงขั้นเสียชีวิต,การคมนาคม การจราจรหรืออุบัติเหตุ,ทุกภูมิภาค,คค.
แนวทางการป้องกันและแก้ไขปัญหาหมอกควันและไฟป่าในพื้นที่รอยต่อจังหวัดและพื้นที่ใหญ่ที่เกิดการเผาไหม้ซ้ำซากในภาคเหนือตอนบน,สิ่งแวดล้อม,ภาคเหนือตอนบน,ทส.
"ขอให้พิจารณาเร่งกำหนดแนวทาง ให้ทุ่งรับน้ำลุ่มเจ้าพระยาตอนล่าง ซึ่งประกอบด้วย ทุ่งผักไห่ ทุ่งบางบาล ทุ่งเจ้าเจ็ด และทุ่งโพธิ์พระยา เป็นพื้นที่ ที่ต้องได้รับการดูแลเป็นพิเศษในเรื่องการยกเว้นระเบียบการจ่ายเงินชดเชยเยียวยาบ้านเรือนที่ประสบอุทกภัย เนื่องจากเป็นพื้นที่ที่เกิดน้ำท่วมอย่างต่อเนื่อง โดยขอให้จ่ายชดเชย แบบเหมาจ่ายทุกหลังคาเรือนอย่างน้อย ๕,๐๐๐ บาท/หลัง และขอให้ยกเว้นระเบียบการช่วยเหลือบ่อกุ้ง บ่อปลา ที่ประสบภัยน้ำท่วม เนื่องจาก เงินช่วยเหลือที่ได้รับไม่เพียงพอ ต่อความเสียหายที่มีมูลค่ามากกว่า รวมถึงขอให้พิจารณาอนุมัติงบประมาณ ในการซ่อมแซมถนนที่ชำรุดเสียหาย เป็นจำนวนมาก ตลอดจนขอให้ เร่งพิจารณาการเพิ่มเงินช่วยเหลือเกษตรกรชาวนาจากเดิม ๑,๐๐๐ บาท เป็น ๑,๒๐๐ บาท ด้วย",น้ำ,สุพรรณบุรี,มท.
ขอให้หน่วยงานที่เกี่ยวข้องพิจารณาดำเนินการโดยเร่งด่วนในการจัดสรรวัคซีนป้องกันโรคโควิด - 19 ให้กับจังหวัดสระบุรี ซึ่งเป็นพื้นที่สีแดงเข้ม และจำนวนผู้ติดเชื้อโควิด – 19 มากที่สุดติดอันดับ ๑ ใน ๔ ของประเทศ,สาธารณสุข,ทุกภูมิภาค,มท.
